"geoid","region_type","region_name","year","measure","value"
"51059_hsr_1","human services region","1","2019","total_pop",250564.447213217
"51059_hsr_1","human services region","1","2019","pop_black",45048.6845850713
"51059_hsr_1","human services region","1","2019","pop_native",557.982512521581
"51059_hsr_1","human services region","1","2019","pop_AAPI",30488.1172261135
"51059_hsr_1","human services region","1","2019","pop_white",148452.205584341
"51059_hsr_1","human services region","1","2019","pop_hispanic_or_latino",51597.8433911758
"51059_hsr_1","human services region","1","2019","pop_male",123533.375915009
"51059_hsr_1","human services region","1","2019","pop_female",127031.071298208
"51059_hsr_1","human services region","1","2019","pop_under_20",67063.4571636839
"51059_hsr_1","human services region","1","2019","pop_20_64",153781.151444213
"51059_hsr_1","human services region","1","2019","pop_65_plus",28906.3822745494
"51059_hsr_1","human services region","1","2019","perc_black",17.9788813162057
"51059_hsr_1","human services region","1","2019","perc_native",0.222690217517878
"51059_hsr_1","human services region","1","2019","perc_AAPI",12.1677746245339
"51059_hsr_1","human services region","1","2019","perc_white",59.24711475847
"51059_hsr_1","human services region","1","2019","perc_hispanic_or_latino",20.5926435154899
"51059_hsr_1","human services region","1","2019","perc_male",49.3020367769449
"51059_hsr_1","human services region","1","2019","perc_female",50.6979632230551
"51059_hsr_1","human services region","1","2019","perc_under_20",26.7649532523728
"51059_hsr_1","human services region","1","2019","perc_20_64",61.3738912900734
"51059_hsr_1","human services region","1","2019","perc_65_plus",11.536505915363
"51059_hsr_2","human services region","2","2019","total_pop",232890.743412048
"51059_hsr_2","human services region","2","2019","pop_black",20064.9921629744
"51059_hsr_2","human services region","2","2019","pop_native",787.018232819074
"51059_hsr_2","human services region","2","2019","pop_AAPI",46497.0068702171
"51059_hsr_2","human services region","2","2019","pop_white",130445.659416696
"51059_hsr_2","human services region","2","2019","pop_hispanic_or_latino",54501.8722841864
"51059_hsr_2","human services region","2","2019","pop_male",116332.560131479
"51059_hsr_2","human services region","2","2019","pop_female",116558.183280569
