"geoid","region_type","region_name","year","measure","value"
"51059_sd_braddock","supervisor district","BRADDOCK","2019","total_pop",122527.42481569
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_black",6551.12676445967
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_native",572.799042107125
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_AAPI",23223.6903213169
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_white",80905.390092521
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_hispanic_or_latino",20893.4569812588
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_male",60415.6633080976
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_female",62111.7615075927
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_under_20",31708.1579404101
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_20_64",72967.3972081966
"51059_sd_braddock","supervisor district","BRADDOCK","2019","pop_65_plus",17232.6410287224
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_black",5.34666159377306
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_native",0.467486395775271
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_AAPI",18.9538712302578
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_white",66.0304337696002
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_hispanic_or_latino",17.0520657009543
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_male",49.3078699719485
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_female",50.6921300280515
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_under_20",25.8784170059124
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_20_64",59.5518899690878
"51059_sd_braddock","supervisor district","BRADDOCK","2019","perc_65_plus",14.0643134013828
"51059_sd_dranesville","supervisor district","DRANESVILLE","2019","total_pop",107917.471177945
"51059_sd_dranesville","supervisor district","DRANESVILLE","2019","pop_black",4745.43049932524
"51059_sd_dranesville","supervisor district","DRANESVILLE","2019","pop_native",215
